事件 ID	选项 ID	类型	轨道	年龄／人物／状态前置	选择前共同事实	分支后新增事实	实际效果	延迟后果	卡牌互动	敏感表达标签	人工结论
beat_331		beat	habits	年龄 20—82；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"alcohol"},{"path":"habits.stage","op":"in","value":["dependent","uncontrolled"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	水槽下多了几个被刻意藏起来的空瓶。	水槽下多了几个被刻意藏起来的空瓶。	[{"type":"add","target":"habits.risk","value":2},{"type":"tag","target":"history","value":"habits:alcohol:beat:10"},{"type":"add","target":"health.physical","value":-2},{"type":"add","target":"health.mental","value":-2},{"type":"add","target":"pressures.body","value":2}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_332		beat	habits	年龄 20—88；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"alcohol"},{"path":"habits.stage","op":"in","value":["treatment","recovery"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	门诊记录把饮酒、睡眠和停用的风险写在了同一页。	门诊记录把饮酒、睡眠和停用的风险写在了同一页。	[{"type":"add","target":"habits.risk","value":-4},{"type":"add","target":"health.mental","value":2},{"type":"tag","target":"history","value":"habits:alcohol:recovery-beat"},{"type":"add","target":"pressures.body","value":-2}]	无	无	健康照护	三代理混排复核完成；已发现项已修正
beat_333		beat	habits	年龄 22—85；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"alcohol"},{"path":"habits.stage","op":"in","value":["uncontrolled","relapse"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	身体发抖的时候，你终于不再把停酒当成光靠意志的事。	身体发抖的时候，你终于不再把停酒当成光靠意志的事。	[{"type":"add","target":"habits.risk","value":4},{"type":"tag","target":"history","value":"habits:alcohol:beat:12"},{"type":"add","target":"health.physical","value":-4},{"type":"add","target":"health.mental","value":-4},{"type":"add","target":"pressures.body","value":4}]	无	无	健康照护	三代理混排复核完成；已发现项已修正
beat_334		beat	habits	年龄 22—95；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"alcohol"},{"path":"habits.stage","op":"in","value":["recovery"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	聚餐上你提前走了。第二天约了一位熟人喝咖啡。	聚餐上你提前走了。第二天约了一位熟人喝咖啡。	[{"type":"add","target":"habits.risk","value":-8},{"type":"add","target":"health.mental","value":4},{"type":"tag","target":"history","value":"habits:alcohol:recovery-beat"},{"type":"add","target":"pressures.body","value":-4}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_335		beat	habits	年龄 13—65；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"gaming"},{"path":"habits.stage","op":"in","value":["exposed","repeating"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	语音房还亮着。该关的时间已经过了。	语音房还亮着。该关的时间已经过了。	[{"type":"add","target":"habits.risk","value":0},{"type":"tag","target":"history","value":"habits:gaming:beat:14"},{"type":"add","target":"health.mental","value":0},{"type":"add","target":"pressures.body","value":1},{"type":"add","target":"pressures.career","value":1},{"type":"add","target":"pressures.loneliness","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_336		beat	habits	年龄 13—68；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"gaming"},{"path":"habits.stage","op":"in","value":["repeating"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	闹钟响过两轮。你还在等下一局匹配。	闹钟响过两轮。你还在等下一局匹配。	[{"type":"add","target":"habits.risk","value":1},{"type":"tag","target":"history","value":"habits:gaming:beat:15"},{"type":"add","target":"health.mental","value":-1},{"type":"add","target":"pressures.body","value":1},{"type":"add","target":"pressures.career","value":1},{"type":"add","target":"pressures.loneliness","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_337		beat	habits	年龄 16—72；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"gaming"},{"path":"habits.stage","op":"in","value":["dependent","uncontrolled"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	该回的消息堆在另一块屏幕上。回得越来越晚。	该回的消息堆在另一块屏幕上。回得越来越晚。	[{"type":"add","target":"habits.risk","value":2},{"type":"tag","target":"history","value":"habits:gaming:beat:16"},{"type":"add","target":"health.mental","value":-2},{"type":"add","target":"pressures.body","value":2},{"type":"add","target":"pressures.career","value":2},{"type":"add","target":"pressures.loneliness","value":2}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_338		beat	habits	年龄 16—75；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"gaming"},{"path":"habits.stage","op":"in","value":["dependent","uncontrolled"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	朋友约见面。你只说临时忙，推掉了第三次。	朋友约见面。你只说临时忙，推掉了第三次。	[{"type":"add","target":"habits.risk","value":2},{"type":"tag","target":"history","value":"habits:gaming:beat:17"},{"type":"add","target":"health.mental","value":-2},{"type":"add","target":"pressures.body","value":2},{"type":"add","target":"pressures.career","value":2},{"type":"add","target":"pressures.loneliness","value":2}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_339		beat	habits	年龄 16—82；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"gaming"},{"path":"habits.stage","op":"in","value":["treatment","recovery"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	你和家里人把睡眠、日常责任和游戏时间重新排了一遍。	你和家里人把睡眠、日常责任和游戏时间重新排了一遍。	[{"type":"add","target":"habits.risk","value":-4},{"type":"add","target":"health.mental","value":2},{"type":"tag","target":"history","value":"habits:gaming:recovery-beat"},{"type":"add","target":"pressures.career","value":-2},{"type":"add","target":"pressures.loneliness","value":-2}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_340		beat	habits	年龄 18—78；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"gaming"},{"path":"habits.stage","op":"in","value":["uncontrolled","relapse"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	一项原定安排被你取消了。从下午一直打到了第二天早上。	一项原定安排被你取消了。从下午一直打到了第二天早上。	[{"type":"add","target":"habits.risk","value":4},{"type":"tag","target":"history","value":"habits:gaming:beat:19"},{"type":"add","target":"health.mental","value":-4},{"type":"add","target":"pressures.body","value":4},{"type":"add","target":"pressures.career","value":4},{"type":"add","target":"pressures.loneliness","value":4}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_341		beat	habits	年龄 18—72；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"shopping"},{"path":"habits.stage","op":"in","value":["exposed","repeating"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	退货标签打印出来的时候，门口又到了两个包裹。	退货标签打印出来的时候，门口又到了两个包裹。	[{"type":"add","target":"habits.risk","value":0},{"type":"tag","target":"history","value":"habits:shopping:beat:20"},{"type":"add","target":"finance.cash","value":-500},{"type":"add","target":"pressures.money","value":1},{"type":"add","target":"pressures.family","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_342		beat	habits	年龄 18—75；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"shopping"},{"path":"habits.stage","op":"in","value":["repeating","dependent"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	购物车刚清空。促销又把差不多的东西推回来了。	购物车刚清空。促销又把差不多的东西推回来了。	[{"type":"add","target":"habits.risk","value":2},{"type":"tag","target":"history","value":"habits:shopping:beat:21"},{"type":"add","target":"finance.cash","value":-3000},{"type":"add","target":"pressures.money","value":2},{"type":"add","target":"pressures.family","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_343		beat	habits	年龄 20—80；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"shopping"},{"path":"habits.stage","op":"in","value":["dependent","uncontrolled"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	几笔分期挤在发薪日。水电费被推到后面了。	几笔分期挤在发薪日。水电费被推到后面了。	[{"type":"add","target":"habits.risk","value":2},{"type":"tag","target":"history","value":"habits:shopping:beat:22"},{"type":"add","target":"finance.cash","value":-3000},{"type":"add","target":"pressures.money","value":2},{"type":"add","target":"pressures.family","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_344		beat	habits	年龄 20—82；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"shopping"},{"path":"habits.stage","op":"in","value":["dependent","uncontrolled"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	没拆的包裹被移进柜子。退货提醒却一直没有点开。	没拆的包裹被移进柜子。退货提醒却一直没有点开。	[{"type":"add","target":"habits.risk","value":2},{"type":"tag","target":"history","value":"habits:shopping:beat:23"},{"type":"add","target":"finance.cash","value":-3000},{"type":"add","target":"pressures.money","value":2},{"type":"add","target":"pressures.family","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_345		beat	habits	年龄 20—85；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"shopping"},{"path":"habits.stage","op":"in","value":["uncontrolled","relapse"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	退货期限过了。信用账单上留了全部金额。	退货期限过了。信用账单上留了全部金额。	[{"type":"add","target":"habits.risk","value":4},{"type":"tag","target":"history","value":"habits:shopping:beat:24"},{"type":"add","target":"finance.cash","value":-6000},{"type":"add","target":"pressures.money","value":4},{"type":"add","target":"pressures.family","value":3}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_346		beat	habits	年龄 20—90；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"shopping"},{"path":"habits.stage","op":"in","value":["treatment","recovery"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	你关了促销提醒。不是必要的东西——先写进一张清单，不放购物车。	你关了促销提醒。不是必要的东西——先写进一张清单，不放购物车。	[{"type":"add","target":"habits.risk","value":-8},{"type":"add","target":"health.mental","value":4},{"type":"tag","target":"history","value":"habits:shopping:recovery-beat"},{"type":"add","target":"pressures.money","value":-4}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_347		beat	habits	年龄 16—78；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"medication"},{"path":"habits.stage","op":"in","value":["exposed","repeating"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	药盒里剩的——比复诊日期快了一格。	药盒里剩的——比复诊日期快了一格。	[{"type":"add","target":"habits.risk","value":0},{"type":"tag","target":"history","value":"habits:medication:beat:26"},{"type":"add","target":"health.physical","value":0},{"type":"add","target":"health.mental","value":0},{"type":"add","target":"pressures.body","value":1}]	无	无	健康照护	三代理混排复核完成；已发现项已修正
beat_348		beat	habits	年龄 18—82；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"medication"},{"path":"habits.stage","op":"in","value":["repeating","dependent"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	提前去拿药的时候，医生问了上次取药是哪天。	提前去拿药的时候，医生问了上次取药是哪天。	[{"type":"add","target":"habits.risk","value":2},{"type":"tag","target":"history","value":"habits:medication:beat:27"},{"type":"add","target":"health.physical","value":-2},{"type":"add","target":"health.mental","value":-2},{"type":"add","target":"pressures.body","value":2}]	无	无	健康照护、职业资产	三代理混排复核完成；已发现项已修正
beat_349		beat	habits	年龄 18—85；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"medication"},{"path":"habits.stage","op":"in","value":["dependent","uncontrolled"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	为了撑过白天，你没按原来的时间和量吃。	为了撑过白天，你没按原来的时间和量吃。	[{"type":"add","target":"habits.risk","value":2},{"type":"tag","target":"history","value":"habits:medication:beat:28"},{"type":"add","target":"health.physical","value":-2},{"type":"add","target":"health.mental","value":-2},{"type":"add","target":"pressures.body","value":2}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_350		beat	habits	年龄 18—92；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"medication"},{"path":"habits.stage","op":"in","value":["treatment","recovery"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	复诊单上写了真实的用量、原来的病和下次调药的日期。	复诊单上写了真实的用量、原来的病和下次调药的日期。	[{"type":"add","target":"habits.risk","value":-4},{"type":"add","target":"health.mental","value":2},{"type":"tag","target":"history","value":"habits:medication:recovery-beat"},{"type":"add","target":"pressures.body","value":-2}]	无	无	健康照护	三代理混排复核完成；已发现项已修正
beat_351		beat	habits	年龄 18—95；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"medication"},{"path":"habits.stage","op":"in","value":["treatment","recovery"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	慢慢调的日历没赶进度。只记了身体能受得住的变化。	慢慢调的日历没赶进度。只记了身体能受得住的变化。	[{"type":"add","target":"habits.risk","value":-4},{"type":"add","target":"health.mental","value":2},{"type":"tag","target":"history","value":"habits:medication:recovery-beat"},{"type":"add","target":"pressures.body","value":-2}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_352		beat	habits	年龄 20—90；人物 []；门槛 {"all":[{"path":"habits.type","op":"eq","value":"medication"},{"path":"habits.stage","op":"in","value":["uncontrolled","relapse"]},{"path":"habits.risk","op":"gte","value":1}],"any":[],"none":[]}	自己回到原来用量以后，白天又被困倦打断了。	自己回到原来用量以后，白天又被困倦打断了。	[{"type":"add","target":"habits.risk","value":4},{"type":"tag","target":"history","value":"habits:medication:beat:31"},{"type":"add","target":"health.physical","value":-4},{"type":"add","target":"health.mental","value":-4},{"type":"add","target":"pressures.body","value":4}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_353		beat	later	年龄 55—105；人物 []；门槛 {"all":[{"path":"later.retirement","op":"in","value":["retired","forced"]}],"any":[],"none":[]}	工作日的闹钟关掉以后，你花了几周才不在七点准时醒。	工作日的闹钟关掉以后，你花了几周才不在七点准时醒。	[{"type":"add","target":"desires.peace.fulfillment","value":2},{"type":"add","target":"relationships.network","value":1},{"type":"tag","target":"history","value":"later:beat:0:0"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_354		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	社区活动表贴在电梯里，你拍了一张。	社区活动表贴在电梯里，你拍了一张。	[{"type":"add","target":"desires.peace.fulfillment","value":2},{"type":"add","target":"relationships.network","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_355		beat	later	年龄 55—105；人物 []；门槛 {"all":[{"path":"later.retirement","op":"in","value":["retired","forced"]}],"any":[],"none":[]}	工作群退掉以后，手机上午安静许多。	工作群退掉以后，手机上午安静许多。	[{"type":"add","target":"desires.peace.fulfillment","value":2},{"type":"add","target":"relationships.network","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_356		beat	later	年龄 55—105；人物 []；门槛 {"all":[{"path":"employment.firstJobAge","op":"neq","value":null}],"any":[],"none":[]}	做过的那份工作偶尔还会出现在梦里，醒来却不用赶路。	做过的那份工作偶尔还会出现在梦里，醒来却不用赶路。	[{"type":"add","target":"desires.peace.fulfillment","value":2},{"type":"add","target":"relationships.network","value":1},{"type":"tag","target":"history","value":"later:beat:0:3"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_357		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	体检日期写在月历上，旁边是买菜清单。	体检日期写在月历上，旁边是买菜清单。	[{"type":"add","target":"desires.peace.fulfillment","value":2},{"type":"add","target":"relationships.network","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_358		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	你学会用手机挂号，也会误点两次返回。	你学会用手机挂号，也会误点两次返回。	[{"type":"add","target":"desires.peace.fulfillment","value":2},{"type":"add","target":"relationships.network","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_359		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	公园那条路修好了，长椅换了新的。	公园那条路修好了，长椅换了新的。	[{"type":"add","target":"desires.peace.fulfillment","value":2},{"type":"add","target":"relationships.network","value":1},{"type":"tag","target":"history","value":"later:beat:0:6"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_360		beat	later	年龄 60—105；人物 [{"slot":"child","relationAny":["child","adoptedChild","stepChild"],"alive":true,"optional":false}]；门槛 {"all":[],"any":[],"none":[]}	孩子来电话时，你刚把收音机声音调小。	孩子来电话时，你刚把收音机声音调小。	[{"type":"add","target":"desires.peace.fulfillment","value":2},{"type":"add","target":"relationships.network","value":1}]	无	无	人物	三代理混排复核完成；已发现项已修正
beat_361		beat	later	年龄 55—105；人物 []；门槛 {"all":[{"path":"later.retirement","op":"in","value":["semiRetired"]}],"any":[],"none":[]}	少量工作的合同按月续，工时和从前不同。	少量工作的合同按月续，工时和从前不同。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_362		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	反诈讲座门口摆着小礼物，真正要听的内容藏在后半场。	反诈讲座门口摆着小礼物，真正要听的内容藏在后半场。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":1},{"type":"tag","target":"history","value":"later:beat:1:1"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_363		beat	later	年龄 55—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	有人听说你白天有空，顺手把三件事都托了过来。	有人听说你白天有空，顺手把三件事都托了过来。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_364		beat	later	年龄 60—105；人物 []；门槛 {"all":[{"path":"later.retirement","op":"in","value":["retired","semiRetired","forced"]}],"any":[],"none":[]}	短途旅行群出发前，把集合时间和退票规则说了三遍。	短途旅行群出发前，把集合时间和退票规则说了三遍。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_365		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	广场舞音响很大，队伍仍分不清左右。	广场舞音响很大，队伍仍分不清左右。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":1},{"type":"tag","target":"history","value":"later:beat:1:4"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_366		beat	later	年龄 55—105；人物 []；门槛 {"all":[{"path":"employment.firstJobAge","op":"neq","value":null}],"any":[],"none":[]}	旧工作留下的号码忽然来电，你看了几秒才想起是谁。	旧工作留下的号码忽然来电，你看了几秒才想起是谁。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_367		beat	later	年龄 60—105；人物 []；门槛 {"all":[{"path":"later.will","op":"neq","value":"none"}],"any":[],"none":[]}	遗嘱公证预约很难抢，弹窗广告倒先出现。	遗嘱公证预约很难抢，弹窗广告倒先出现。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_368		beat	later	年龄 60—105；人物 [{"slot":"child","relationAny":["child","adoptedChild","stepChild"],"alive":true,"optional":false}]；门槛 {"all":[],"any":[],"none":[]}	紧急联系人改成孩子后，对方回了一个收到。	紧急联系人改成孩子后，对方回了一个收到。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":1},{"type":"tag","target":"history","value":"later:beat:1:7"}]	无	无	人物	三代理混排复核完成；已发现项已修正
beat_369		beat	later	年龄 60—105；人物 []；门槛 {"all":[{"path":"housing.status","op":"eq","value":"renting"}],"any":[],"none":[]}	房东发来续租消息，你先看了看下一年的预算。	房东发来续租消息，你先看了看下一年的预算。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_370		beat	later	年龄 55—105；人物 []；门槛 {"all":[{"path":"employment.firstJobAge","op":"eq","value":null}],"any":[],"none":[]}	从没被工作日历管住过的人，也要重新回答：这段时间算什么。	从没被工作日历管住过的人，也要重新回答：这段时间算什么。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_371		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	常去的小店换了招牌，你走过门口才发现已经停业。	常去的小店换了招牌，你走过门口才发现已经停业。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":1},{"type":"tag","target":"history","value":"later:beat:2:2"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_372		beat	later	年龄 55—105；人物 []；门槛 {"all":[{"path":"later.retirement","op":"in","value":["semiRetired"]}],"any":[],"none":[]}	合作方临时加了工时，你第一次直接说不接。	合作方临时加了工时，你第一次直接说不接。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_373		beat	later	年龄 60—105；人物 [{"slot":"child","relationAny":["child","adoptedChild","stepChild"],"alive":true,"optional":false}]；门槛 {"all":[],"any":[],"none":[]}	孩子提起同住，你先问能不能保留一扇只由自己关的门。	孩子提起同住，你先问能不能保留一扇只由自己关的门。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":1}]	无	无	人物	三代理混排复核完成；已发现项已修正
beat_374		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[{"path":"health.careNeed","op":"gte","value":1},{"path":"health.status","op":"in","value":["treating","managed","limited"]},{"path":"later.care","op":"neq","value":"none"}],"none":[]}	陪诊预约要求填联系人，你先把哪些事需要帮忙说清楚。	陪诊预约要求填联系人，你先把哪些事需要帮忙说清楚。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":1},{"type":"tag","target":"history","value":"later:beat:2:5"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_375		beat	later	年龄 60—105；人物 [{"slot":"partner","relation":"partner","alive":true,"personIdPath":"relationships.activePartnerId","optional":false}]；门槛 {"all":[{"path":"relationships.partnerStatus","op":"in","value":["dating","partnered","married"]}],"any":[{"path":"health.careNeed","op":"gte","value":1},{"path":"health.status","op":"in","value":["treating","managed","limited"]},{"path":"later.care","op":"neq","value":"none"}],"none":[]}	伴侣记不清药名，你把药盒重新贴了标签。	伴侣记不清药名，你把药盒重新贴了标签。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":1}]	无	无	人物、健康照护	三代理混排复核完成；已发现项已修正
beat_376		beat	later	年龄 60—105；人物 []；门槛 {"all":[{"path":"later.will","op":"neq","value":"none"}],"any":[],"none":[]}	遗嘱里的旧账户注销了，文件又重做一遍。	遗嘱里的旧账户注销了，文件又重做一遍。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_377		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[{"path":"health.careNeed","op":"gte","value":1},{"path":"health.status","op":"in","value":["treating","managed","limited"]},{"path":"later.care","op":"neq","value":"none"}],"none":[]}	淋浴凳送到以后，洗澡这件事又能由你自己慢慢完成。	淋浴凳送到以后，洗澡这件事又能由你自己慢慢完成。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":-3},{"type":"tag","target":"history","value":"later:beat:3:0"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_378		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[{"path":"health.careNeed","op":"gte","value":1},{"path":"health.status","op":"in","value":["treating","managed","limited"]},{"path":"later.care","op":"neq","value":"none"}],"none":[]}	照护账单涨了，你把本月能减的开支重新圈了一遍。	照护账单涨了，你把本月能减的开支重新圈了一遍。	[{"type":"add","target":"finance.cash","value":-3000},{"type":"add","target":"pressures.money","value":3}]	无	无	健康照护	三代理混排复核完成；已发现项已修正
beat_379		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	反诈电话来得及时，转账页面停在最后一步。	反诈电话来得及时，转账页面停在最后一步。	[{"type":"add","target":"capabilities.riskSense","value":1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_380		beat	later	年龄 60—105；人物 []；门槛 {"all":[{"path":"pressures.loneliness","op":"gte","value":30}],"any":[],"none":[]}	手机一整天都很热闹，却没有一句是你真想回的。	手机一整天都很热闹，却没有一句是你真想回的。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":-3},{"type":"tag","target":"history","value":"later:beat:3:3"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_381		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[{"path":"health.careNeed","op":"gte","value":1},{"path":"health.status","op":"in","value":["treating","managed","limited"]},{"path":"later.care","op":"neq","value":"none"}],"none":[]}	一张表要求授权签字，你把还能自己决定的部分逐项圈出来。	一张表要求授权签字，你把还能自己决定的部分逐项圈出来。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":-3}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_382		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[{"path":"health.careNeed","op":"gte","value":1},{"path":"health.status","op":"in","value":["treating","managed","limited"]},{"path":"later.care","op":"neq","value":"none"}],"none":[]}	治疗讨论越说越快，你把自己的选择重新念了一遍。	治疗讨论越说越快，你把自己的选择重新念了一遍。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":-3}]	无	无	健康照护	三代理混排复核完成；已发现项已修正
beat_383		beat	later	年龄 65—105；人物 []；门槛 {"all":[],"any":[{"path":"health.conditionSeverity","op":"gte","value":35},{"path":"health.careNeed","op":"gte","value":1},{"path":"later.will","op":"in","value":["documented","partial"]},{"path":"legacy.medicalDirective","op":"neq","value":"none"}],"none":[]}	重要文件分散在几个抽屉里，你先写了一张位置清单。	重要文件分散在几个抽屉里，你先写了一张位置清单。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":-3},{"type":"tag","target":"history","value":"later:beat:3:6"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_384		beat	later	年龄 65—105；人物 []；门槛 {"all":[{"path":"health.status","op":"in","value":["treating","managed","limited"]}],"any":[],"none":[]}	治疗目标改成保住还能做的事，日历上的普通安排没有停。	治疗目标改成保住还能做的事，日历上的普通安排没有停。	[{"type":"add","target":"desires.peace.fulfillment","value":1},{"type":"add","target":"relationships.network","value":-3}]	无	无	健康照护	三代理混排复核完成；已发现项已修正
beat_409		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	买菜清单写到一半，你先把冰箱里快蔫的菜挪到最前面。	买菜清单写到一半，你先把冰箱里快蔫的菜挪到最前面。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_410		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	自助机又让你扫一次码，你退回去找到了人工窗口的号码牌。	自助机又让你扫一次码，你退回去找到了人工窗口的号码牌。	[]	无	无	无	三代理混排复核完成；已发现项已修正
